Restaurant	Food restrictions	Menu
		"Sushi | GINZA BOAT SET 1 - FOR TWO PEOPLE (26 PCS) : Uramaki: King Ebi (4 pcs) - Salmon Sensation (4 pcs)Nigiri: Salmon (2 pcs), Tuna (2 pcs).Hosomaki: Salmon (6 pcs).Sashimi: Salmon (2 pcs), Tuna (2 pcs), Tiger prawn (2pcs)
and Fish of the day (2 pcs)."
		"Bowls | CHIRASHI BOWL : Fresh salmon, tuna, fish of the day, tiger prawn, wakame,
edamame, avocado, cucumber, radish, cream cheese, shisho
- with special mayonnaise, salmon roe and chives."
		"Bowls | SPICY GRILLED SALMON POKEBOWL : Grilled salmon, wakame, edamame, avocado, cucumber, radish,
cream cheese, shisho - with spicy mayonnaise, teriyaki sauce,
salmon roe, chives and sesame."
		Desserts | MOCHI ICECREAM WITH SEASONAL FRUIT (4 PCS)
		Desserts | PANCAKE WITH ICE CREAM
Factory Kamppi	['Gluten-free', 'Vegan', 'Vegetarian']	"Buffet | ILTABUFFET JA LAUANTAILOUNAS : Factoryn iltabuffet ja lauantailounas tarjoilevat monipuolisia ja raikkaita herkkuja jokaiseen makuun.Alkupalapöytään on katettu runsaita ja raikkaita salaatteja, itse leivottuja leipiä, erilaisia levitteitä ja kastikkeita. 
Lämpimästä pöydästä herkutellaan Factory-tyylin laadukkailla liha- ja kasvisherkuilla ja illallisen kruunaa
jälkiruokapöydän tuore Lawazza kahvi, viikoittain vaihtuva jälkiruoka ja itse paistetut letut!"
Tandoori Flames	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Tandoori Flames Special King Prawn : Friteerattuja jättikatkarapuja, sipuli-paprikapaistosta tomaatti-jogurttikastikkeessa
		Mains | Garlic-lime Chicken Tikka Sizzler : Valkosipulilla ja limellä marinoitua tandooriuunissa grillattua kanaa. Tarjoillaan sihisevän kuumalla pannulla
		Mains | Baingan Bharta : Tandooriuunissa hiillostettua vihreällä chilillä maustettua munakoisoa, tomaatti-inkivääri-masala-kastikkeessa
		Vegan | Mix Veg Sabzi : Kukkakaalia, perunaa, porkkanaa ja vihreitä papuja masala-kastikkeessa
		Vegan | Chili Tofu : Paistettua tofua, sipuli-paprika-keräkaalipaistosta makeassa soija-chilikastikkeessa
		Vegan | Punjabi Soya Chaap : Yrttimarinoituja soijatikkuja hapanimelä chili-masala-kastikkeessa
		Desserts | Matka Kulf : Talon intialaista jäätelöä kardemumma-twistillä
		Desserts | Mango Kulfi : Talon mangojäätelöä
B5 BLACK	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Kantarellitoast (L) : Parmesaanilla gratinoitua kantarellimuhennosta paahtoleivällä
		Starters | Porsaan kylmäsavukassleria (M, G) : Lautasellinen ohuita siivuja savuporsasta
		Starters | Kuusamon savujuustoa (L, G) : Juustopaloja pieneen herkutteluun sekä kuusenkerkkähyytelöä
		Mains | Kermainen lohikeitto (L, M*, G*) : Perinteinen lohikeitto, paahdettua saaristolaisleipää ja vaahdotettua ruskistettua voita
		Mains | Kasvis Shawarma (vegan, G) : Lähi-idän mausteilla maustettu kasvisvarras, hummusta ja kasvis-kvinoaa
		"Mains | Black Angus Cafe de Paris (L, G) : Dry age ulkofilepihvi 250g, Café de Paris -maustevoita, balsamicokastiketta ja
valkosipulikermaperunoita"
		Desserts | Lämmintä suklaakakkua (L*, G) : Vadelma-mascarponea ja kinuskikastiketta
		Desserts | Jäätelö : Yksi pallo valitsemaasi jäätelöä / sorbettia sekä valitsemasi kastike
The Tower - Wine & Craft Beer	['Gluten-free', 'Vegan', 'Vegetarian']	Lunch | Lounas : TARJOILEMME LOUNASTA ARKISIN KELLO 10:30-14:00. TERVETULOA!
Moko Market Café & Store Punavuori / Brunssi	['Vegetarian']	Set Menu | Huom! : Näette päivitetyt menut kotisivuiltamme!
Bröd Punavuori	[]	Pasta | RAVIOLI L : Sitruuna-timjamivoissa haudutettuja pinaattiravioleja, sesongin kasviksia, pinaattia ja paahdettuja tomaatteja, marinoituja oliiveja ja rucolaa
		"Sandwiches | SKAGEN BRÖD L : Skagen käsinkuorituista katkaravuista, paahdettua
saaristolaisleipää ja tillikurkkuja"
		Sandwiches | AVOCADO BRUSCHETTA M, V : Grillattua avocadoa, tomaatti-vesimelonisalsaa, rucolaa,levainleipää ja paahdettuja mantelilastuja
		Desserts | Sweer & Sour L,G : Brödin sitruunakakkua, vadelmasorbeeta ja marenkia
		Snacks | Loaded fries L,G : Maalaisranskalaisia, Jukolan Vintage -cheddaria, paahdettua valkosipulimajoneesia ja kevät sipulia
Juttutupa	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | KERMAISTA LOHIKEITTOA (L, G) : Tarjoillaan saaristolaisleivän (Saatavilla gluteenittomana) & vaahdotetun voin kanssa
		Starters | VALKOSIPULIETANAT (L, G) : Tarjoillaan juurileivän kanssa (Saatavilla gluteenittomana)Saatavilla sinihomejuustolla (+1,50 €)
		Starters | TOAST SKAGEN SAARISTOLAISLEIVÄLLÄ (L) : Katkarapuja, kirjolohenmätiä, keltuaiskreemiä, pikkelöityä punasipulia ja mummonkurkkujaSaatavilla gluteenittomana
		Mains | PARILOITUA SIIKAA & SUPPILOVAHVEROA (L, G) : Suppilovahverokastiketta,timjami-perunakakkua ja kauden juureksia
		"Mains | KOTIMAISTA NAUDANMAKSAA (L, G) : Katajanmarja-punaviinikastiketta, karamellisoitua sipuli-pekonipaistosta, pottuvoita ja kauden
juureksia"
		Mains | JUTTIKSEN FISH & CHIPS (L) : Olutpaneroitua turskaa, ranskalaisia, hernepyrettä ja talon tartarkastiketta
		"Desserts | TYRNILEIVOS (L, G) : Macarons krumblea & kuivattua
tyrnimarjaa (saatavilla pähkinättömänä)"
		Desserts | SALMIAKKI-VALKOSUKLAALEIVOS (VL, G) : Vadelma fluidia
Draft Sportsbar	['Gluten-free', 'Vegetarian']	Salads | Caesar : Romainesalaattia, kirsikkatomaatti, talon caesarkastiketta, parmesaania ja rapeita leipäkrutonkeja
		Burgers | Home Run : Briossisämpylä, 150 g naudan täyslihapihvi, cheddarjuustoa, pekonia, kurkkumajoneesia, yrtti-punasipulisalaattia, tomaattia ja salaattia
		"Burgers | Draft Blue : Briossisämpylä, 150 g naudan täyslihapihvi, rapeaa pekonia, aurajuustoa, aiolia,
pikkelöityä pihvitomaattia ja raikasta punamangoldi-rucola-baby pinaatti
-salaattia"
		Pizza | Margherita : Tomaattikastike, Fior di latte - mozzarellaa, Pecorino Romano- ja parmesaanijuustoa, rapeaa valkosipulia, tuoretta basilikaa, chilihiutaleita, oliiviöljyä
		Pizza | Con Salame : Tomaattikastike, Fior di latte - mozzarellaa, milanon salamia, Pecorino Romano- ja parmesaanijuustoa, tuoretta basilikaa ja oliiviöljyä
		Desserts | Suklaabrownie : Draftin suklaabrownieta, suolaista kinuskikastiketta ja vanhanajan vaniljajäätelö
Capperi - Oulunkylä	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Straccetti Napoletani : Friteerattuja pizzasuikaleita, Piennolo-tomaatteja, Calabrian salamia, mozzarellaa ja tuoretta basilikaa
		"Starters | Tagliere Capperi : Pizzasuikaleiden kanssa Bufala-mozzarellaa,
gorgonzolaa ja Pecorino-juustoa, San Daniele
-ilmakuivattua kinkkua, Italialaista kinkkua, soppressata salamia, Ndujaa, Caiazzo-oliiveja ja tonnikalalla täytettyä paprikaa (kahdelle)"
		Kids Menu | Lasten Margherita kinkulla
		Kids Menu | Lasten Margherita
		Kids Menu | Lasten Margherita salamilla
		Pizza | Margherita DOP : Tomaattikastike San Marzino-tomaateista, mozzarellaa ja tuoretta basilikaa
		Pizza | Diavola Calabrese : Tomaattikastike San Marzano-tomaateista, mozzarellaa, Calabrian soppressata-salamia, tulista ja mausteista N'duja-salamilevitettä ja tuoretta basilikaa
		Pizza | Capperi! : Mozzarellaa, keltaisia ja punaisia Piennolo-tomaatteja, kapriksia Salinasta, Caiazo-oliiveja ja tuoretta basilikaa
Pancho Villa Tripla, Helsinki	[]	Starters | HALLOUMI STICKS : Friteeratut halloumitikut, coleslaw-salaattia, Fresh Mexican dippi
		Starters | NACHOS : Salsadippi
		Mains | JUKATANIN LOHTA : Pariloitua lohta, majoneesi-nachokuorrutettu maissin grillikasviksia, kastike valintasi mukaan
		Mains | VEGE BURGER : Panchon kasvispihvi, vegeviipale, tomaattimajoneesia, tomaattia, talon maustekurkkua, salaattia, marinoitua punasipulia
		Mains | MEKSIKOLAINEN PIPPURIPIHVI : Pariloitu naudan ulkofileepihvi, pikkelöityä jalapenoa, Panchon maustevoi, grillikasviksia
		Desserts | JUUSTOKAKKUJÄÄDYKE : Vadelmapyreetä
		Desserts | MEKSIKOLAINEN OMENAPIIRAS : Vaniljajäätelöä, kermavaahtoa, vaahterasiirappia
Ravintola Sansar	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Alu Chop​ : Friteerattu, mausteinen perunapihvi
		Starters | Jhinghe Machhako Pakauda : Friteerattuja katkarapuja
		Starters | Sabjiko Pakauda : Friteerattuja kasviksia
		Mains | Chicken Masala : Kananrintapaloja, inkivääriä, sipulia ja tomaattia tulisessa kastikkeessa
		Mains | Lamb Tikka​ : Mausteilla ja jogurtilla marinoidut lampaan sisäfilepalat
		Mains | Saag Tofu (L, G, V) : Paistettuja tofupaloja miedossa pinaattikastikkeessa
		Desserts | Shikharni (G) : Talon tuorejogurttia kuivahedelmien kanssa
		Desserts | Kulfi (G) : Nepalilainen jäätelö (jäädyke)
		Desserts | Gulab Jamun : Kardemummasiirapissa haudutettuja pehmeitä juustopalloja
Kiasma Café	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Ranskalaiset perunat, avokadokreemiä, tomaattia, punasipulia, korianteria, limeä ja jalapenoa (V, G)
		Mains | Punajuurivohvelia ja sieniröraa, cocktailkurkkua ja kaprista (V, G)
		Mains | Fetaa, paahdettua punajuurta, belugalinssejä, viikunaa, raitajuurta ja saksanpähkinää (L, G)
Treffi Herttoniemi	['Gluten-free', 'Vegan', 'Vegetarian']	"Starters | PUNAJUURI ARANCINI L : Friteerattu punajuuririsottopallo vuohenjuusto täytteellä &
chevre basilika-aiolia"
		Starters | HUMMERI-RAPUKEITTO L, G : Kermaista hummerikeittoa & marinoitua lumirapua
		Starters | MOULES MARINIÈRES L, (G) : Tuoreita sinisimpukoita valkoviini-voiliemessä & juureen leivottua leipää
		"Mains | TARTAR L, (G) : Kotimaista häränfileetä, kaprista, sipulia, keltuaista,
yrttisalaattia, rapeita ranskalaisia & juureen leivottua leipää"
		Mains | TIIKERIRAPUPASTA L : Tiikerirapuja, tagliatellea, chiliä, valkosipulia & hummeri-voikastiketta
		Mains | PIPPURIPIHVI L, G : Paistettu rotukarjan sisäfileepihvi 200 g, valkosipuliperunoita, neulapapuja & kermaista konjakki-pippurikastiketta
		"Desserts | BANOFFEE L : Banoffee kääretorttu, vaniljakreemiä, banaania,
suolakaramellia & appelsiinivaahtoa"
		Desserts | PASSION PANNACOTTA L, G : Paahdettua valkosuklaata & kookosvaahtoa
		Desserts | BROWNIE L : Suklaabrownie & vaniljajäätelöä
Relove Freda	['Gluten-free', 'Vegan', 'Vegetarian']	Breakfast | ALL DAY BREAKFAST : BOSS (G, Ve)acai bowl & granolaa, saaristolaisleipää, avokadoa & hummusta, tuoreita hedelmiä, inkiväärishotti,luomukahvi tai -tee / erikoiskahvi +3 €acai bowl, gluten free dark bread, avocado & hummus, fresh fruits, ginger shot, organic coffee or tea / specialty coffee + 3€IVANA (L)sitruunainen avokadoleipä välimeren juustomurulla, mansikka-taateli bowl, marenkia & tuoreita marjojaluomukahvi tai -tee / erikoiskahvi +3 €avocado toast with cucumber & greek style cheese, strawberry date smoothie bowl, meringue & fresh berriesorganic coffee or tea / specialty coffee + 3€
		Lunch | Flatbread tofu tai feta täytteellä : Flatbread tofu tai feta täytteellä
		Lunch | Tofu-herkkusieni salaatti : Tofu-herkkusieni salaatti
		Lunch | Päivän keitto & Grilled Cheese Toast : Päivän keitto & Grilled Cheese Toast
		Lunch | Vuohenjuusto salaatti : Vuohenjuusto salaatti
		Lunch | Lounas : Tarjolla arkisin klo 11/14, sisältää luomu suodatinkahvin tai teen.- Vuohenjuustosalaatti 15. 90€- Tofusalaatti 15. 90€-Flatbread fetalla tai tofulla 12. 90€(Keitto ja toast pois)
		Pastries | BANAANILEIPÄ : granolaa, kermavaahtoa & mokkakuorrute (G,Ve)
		Snacks | Strawberry bowl : mansikka-taateli bowl & granolalla (G, Ve)
		Snacks | Acaibowl : täyteläinen acai-bowl banaanilla, granolalla & tuoreilla marjoilla (G, Ve)
		Snacks | Mamma Chia : raikas chiarahka kausittain vaihtuvalla maulla (G, Ve)
		Snacks | Super Green Smoothie : lehtikaali, avocado, mango, korianteri, omena & inkivääri (G, Ve)
Dylan Böle	['Gluten-free', 'Vegan', 'Vegetarian']	Breakfast | GRIND THERAPY : Dylan Bölen alakerrasta löytyy myös aulakahvila, joka tarjoilee maukasta aamiaista joka arkiaamu. Kahvia ja muita pieniä herkkuja on saatavilla klo 16 asti.
		Brunch | Juhlabrunssit : Aikuinen 29,90€9-12v 19,90€3-8v 12,90€0-2v ilmainen
		Lunch | Buffet
		Lunch | Keitto + salaatti
		Lunch | Keitto
		Lunch | Burger
		Lunch | Päivän annos : Alkaen 15.00 €
Restaurant Maharaja Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Buffet | Lounasbuffet arkisin klo 11-15
		Starters | Dal soup : Linssikeitto
		Starters | Paneer Pakora : Kikhernejauhoilla paneroitua kotijuustoa
		Starters | Vegetable Samosa : Kasvisnyytti
		Mains | Mango Chicken : Kanaa mangokastikkeessa
		Mains | Fish Vindaloo : Kalaa tomaatti-sipulikastikkeessa perunoiden, viinietikan ja inkiväärin kera
		Mains | Maharaja Lamb Tikka Masala : Tandooriuunissa grillattua lampaan sisäfileetä tomaatti-sipulikastikkeessa sipulin, paprikan ja korianterin kera.
		Vegetarian | Kasvis Karahi : Kasviksia maustetussa tomaatti-sipulikastikkeessa inkiväärin ja korianterin kera.
		Vegetarian | Paneer Jalfrezi : Kotijuustoa maustetussa tomaattikastikkeessa paprika-sipulimuhennoksen kera.
		Vegetarian | Shahi Kofta : Kotijuusto-kasvispyöryköitä maustetussa kerma-currykastikkeessa mantelijauheen kera.
Bellmanni - Pasila	['Gluten-free', 'Vegan', 'Vegetarian']	"Burgers | Shrimp Sandwich L, G : Käsin kuorittuja katkarapuja, kananmunaa ja
sitruuna-aiolia paahdetulla briossilla"
		"Burgers | Bacon Smash : Kotimainen burgerpihvi, rapeaa pekonia, cheddarjuustoa,
maustekurkkua, aiolia, tomaattia ja karamellisoitua sipulia"
		"Burgers | Barbecue Chicken Burger : Friteerattua kanaa, aiolia, savubarbecuekastiketta,
coleslaw-salaattia ja ananassalsaa"
		"Mains | Deliplate L : Valikoima leikkeleitä, juustoja ja vihanneksia
Parmankinkkua, salamia, kylmäsavulohta, artisokkaa,
mozzarellaa, aurajuustoa, marinoituja vihanneksia ja
valkosipulileipää"
		"Mains | Sirloin : Grillattu kotimainen härän ulkofileepihvi, vihanneksia ja
rosmariiniperunoita"
		"Mains | Best Deal : Double Bacon Smash Burger,
ranskalaisia, aiolia ja Aura-olut 0,4 l"
		"Desserts | Brownie L : Lämmin suklaabrownie, vaniljajäätelöä ja
kahvisiirappia"
		Desserts | Posset L, G : Sitruuna-lime vanukas ja marinoituja mansikoita
La Torrefazione Aleksanterinkatu	['Gluten-free', 'Vegan', 'Vegetarian']	"Small Plates | BARISTA (L) : Paahdettua maalaisleipää, kinkkua, goudajuustoa, salaattia, tomaattia,
munakokkelia ja tuoreita hedelmiäJogurttia ja Torren granolaaMehu ja kahvi/tee"
		"Small Plates | CLASSIC (L) : Avokadoleipä: Avokadoa, keitettyä kananmunaa, tuorejuustoa,
gremolata-kastiketta ja chiliä.TuorepuuroMehu ja kahvi/tee"
		"Small Plates | HUMMUS (VE) : Hummusleipä: Hummusta, marinoitua lehtikaalia, vegaanista
tuorejuustoa, punaista pestoa, kurkkua ja seesaminsiemeniäChiavanukasMehu ja kahvi/tee"
Nepalilainen Ravintola Mountain	['Gluten-free', 'Vegan', 'Vegetarian']	Soups | Mountain Special Soup : Kanaa ja katkarapuja kermaisessa keitossa.
		Soups | Prawn Soup : Katkarapukeitto.
		Soups | Tomato Soup : Tomaattikeitto.
		Mains | Bhanta Karahi : Munakoisoa tomaatti-sipuli-curry-masalakastikkeessa.
		Mains | Chicken Special Karahi : Grillattua broilerin sisäfilettä, tuorejuustoa ja tomaattia sipuli-inkivääri-cashewpähkinäkastikkeessa.
		Mains | Mismas Karahi : Tandooriuunissa grillattua lammasta, broilerin sisäfilettä, jättikatkarapuja, tomaattia, sipulia, juustoa ja paprikaa inkivääri-cashewpähkinä-kuminakastikkeessa.
		"Snacks | Piro Chicken : Friteerattua broilerin sisäfilettä,
sipulia ja paprikaa chilikastikkeessa."
		Snacks | Sabjiko Pakoda : Friteerattua kukkakaalia ja perunaa.
		Snacks | Prawn Pakoda : Friteerattuja jättikatkarapuja.
Tiflisi	['Gluten-free', 'Vegan', 'Vegetarian']	Chef's Recommendations | Khachapuri Adzharuli : Juustoleipä kananmunalla
		Chef's Recommendations | Khachapuri : Juustoleipä
		Wraps | Shaurma/ Chikenwrap
YUWA`S	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Vietnamilaiset kesärullat : Täytteet: katkarapu, kana tai tofu
		"Starters | Po Pia Thood : Rapeita friteerattuja kevätrullia, vermicelli nuudeleita, porkkanaa, kaalia,
soijavalkosipuli ja hoisinkastiketta. Valitse kana tai tofu."
		Starters | Munakoisoa Yaki Nasu : Soijakastikkeella ja inkiväärillä maustettua munakoisoa rapean merilevän kera.
		"Mains | Phad Thai Korat Laos style : Paistettua riisinuudelia, kevätsipulia, porkkanaa ja kananmunaa valitsemallasi täytteellä:
katkarapu, kana, nauta, possu tai tofu. Maustetaan Yuwa ́s Phat Thai- kastikkeella."
		Mains | Phad Khing : Klassikko Thaimaasta! Paistettua riisiä, sipulia, porkkanaa, kananmunaa, kevätsipulia ja valitsemasi täyte: katkarapu, kana, nauta tai tofu.
		"Mains | Phad Kimchi : Paistettua kanaa, tofua tai katkarapuja basilikalla ja kimchillä maustettuna. Lisäksi
kimchiä, rapeaa merilevää ja korealaista chilitahnaa. Tarjoillaan Jasmiiniriisin kera."
		"Mains | Yuwa ́s tacot : Roti-tortilla valitsemallasi täytteellä katkarapu, kana, nauta tai tofu.
Avokadoa, ituja, salaattia, korianteria, limeä ja frittisipulia maustettuna minttujogurtilla, hoisinkastikkeella ja chilimajoneesilla."
		"Mains | Paistettua merilohta ja kookoscurrya : Paistettua lohifilettä punaisessa kookos-currykastikkeessa, jossa porkkanaa, paprikaa,
bambun versoja, basilikaa ja korianteria. Tarjoillaan Jasmiiniriisin kera."
		"Mains | Asian Burger : 100% naudanpihvi, paistettu kananmuna, salaattia, tomaattia ja punasipulia. Shrirachaa
ja hoisinkastiketta. Tarjoillaan lohkoperunoiden kera."
Casa Haga	['Gluten-free', 'Vegan', 'Vegetarian']	Platters | Lentejas Rojas “de la ostia” : Jos olet espanjalainen, tiedät mistä on kyse. Punaiset linssit ovat suuri osa espanjalaista ruokakulttuuria, ja tässä perinteisessä muhennoksessa on myös paahdettua paprika, sieniä ja suomalaista perunaa. Annoksen kruunaa ihanan värinen tilliöljy. Todella maukas ja terveellinen annos espanjalaisilla mauilla
		Platters | Tabla mixta : Mixed selection of our cold cuts and cheeses.
		Mains | Bocata Atlas : Sobrasada Iberica (it is like chorizo pate and a quality one) with melted cheese and a bit of honey. This “bocata” would be sold only if you are hungry
		Mains | Bocata de Chorizo Iberico with tomato : Chorizo Iberico Cular, tomato slices and extra virgin olive oil from Andalucia. With pan tumaca ( as in the upper bocata).
		Desserts | Churros con Chocolate 3 kpl : One of our specialities, a traditional Spanish pastry served with hot chocolate dip.
Cafe & Bistro Hiezu	['Gluten-free', 'Vegan', 'Vegetarian']	Brunch | Buffetvalikoima brunssiherkkuja : Mikä olisi sen parempaa kuin aloittaa viikonloppu brunssilla merenrannalla läheistesi kanssa!Brunssi on tarjolla aina viikonloppuisin la-su klo 11-16 (paitsi 4.6.-31.8.)Alle 12-vuotialle brunssi on 17,90€Alle 3- vuotiaat veloituksetta.
Fuji Biyori	['Gluten-free', 'Vegan', 'Vegetarian']	Sides | Edamame
		Sides | Wakame : Seaweed salad
		Sides | Vegetable Gyoza (5 pieces) : Cabbage, onion, carrot, garlic chives, wheat flour, soy oil, sesame oil
		Mains | Teppanyaki : Teppanyaki is a cooking method in which the chef cooks various ingredients such as seafood, meat and vegetables on a large iron plate in front of the customersLook at the menu to see the options
		"Mains | Omakase : Omakase translates as ""I'll leave it up to you"". It is essentially trusting the professional to decide something for you.Ordering omakase in a restaurant means you are relinquishing control of your meal to your chef. We will provide you with a selection of curated dishes depending on seasonality and our professional judgement.We only accept Omakase reservations for dinner. In order to ensure quality of omakase dishes, please make reservations two days in advance. After you make a reservation, our chef will contact you to discuss the dishes with you.6 dishes in total"
		Mains | Tonkotsu Ramen : Chashu pork, season egg, ramen, seaweed, kamaboko, wheat flour, soup including pork, chicken, fish, soy sauce, seasoning. Choice of vegetarian or seafood options.The soup base that took 15 hours to cook, handmade ramen
